tweet,username,likes_count,date
"Listen to ""Lethal Protector"" by @AmIOnTheAir w. @DXDONMEGA  https://t.co/HddIMOm84j #TV #Movies #Reviews #VenomLetThereBeCarnage #Venom2 #AddamsFamily2 #TheGuilty #TheManySaintsOfNewark #Queenpins #LaBrea #1",dxdonmega,0,2021-10-11
#TheGuilty on Netflix is a good movie. Jake Gyllenhaal alone was enough to carry the movie on his expressions and look.,desiinpardes,4,2021-10-11
#TheGuilty is such an intense! movie!  Wowzah!,cryptoqueerj,0,2021-10-11
I love to see that Christina Vidal is still around #TheGuilty #IstillmissTaina,msfamousmimi,0,2021-10-11
"""'The Guilty' is a tour de force of acting from Jake Gyllenhaal and one great thriller to go with it.""  Click the link for my ★★★★ review of #TheGuilty on Letterboxd  https://t.co/UEGGU8s1gr",mjfilmfanatic,0,2021-10-11
Going to give #TheGuilty a watch on @NetflixUK. Heard some good things about it.,kopite_78,0,2021-10-11
broken people save broken people #TheGuilty,tataairina,0,2021-10-11
"Saw #NoTimeToDie at Cinema on Saturday, really like the movie...... would say one of my favourites of recent Bond movies👍  Also watched #TheGuilty on Netflix on Sunday...... and that is 1.5hrs I wish I could get back 👎",spursfanva,1,2021-10-11
#TheGuilty My experience - At the start of it felt like hv literally seen #JakeGyllenhaal age thru these thriller movies.. but then about 45 minutes to the close it got pretty interesting and it was a satisfactory watch..  3.75/5 👍🏻,forthemaster_7,0,2021-10-11
This film #TheGuilty has so much anxiousness right from the start even I’m biting my nails 👀,harimirchein,3,2021-10-11
"#theguiltynetflix - When asked ""what scene do you wish you were in"" for the film #TheGuilty, Dave imagines himself as a butler at the 911 call center. Justin finds this hilarious. And sad.  https://t.co/1BJtXyT7vf",whyarepeoplewa1,0,2021-10-11
Dave and Justin watched  #TheGuilty - Justin wonders why the Scandinavians are obsessed with dead children. Dave calls 911 and speaks directly with Jake Gyllenhaal about Advil and Starbucks.  https://t.co/4lGJ1tzOr7  https://t.co/FBPx78hrZF,whyarepeoplewa1,0,2021-10-11
Saw #TheGuilty on @netflix. Not quite convinced by this format. Intrigued to see the original which I hear is far superior.,rahulpuri,1,2021-10-11
Just watched #TheGuilty @Netflix_PH 🎥🍿🎬,reabebe,0,2021-10-11
"If you've watched the Jake Gyllenhaal version, I recommend you check out the 2018 Danish version of #TheGuilty, which, as you might expect, is a bit better (you can rent/buy it in a variety of places). The lead may not be quite as dreamy, though.  https://t.co/wvM0KV0iKV  https://t.co/Tk0tOhsNL4",filmjabber,2,2021-10-11
I’m so confused on this movie #TheGuilty,nutoriouskim,0,2021-10-11
