tweet,username,likes_count,date
My favorite character in this series 🥺❤️ #maid  https://t.co/g413fBIoYf,grogdope,2,2021-10-13
I’m late but this #Maid series on #netflix is addicting.  This girl really knows how to take a bad situation and make it worse.,chadowboxx,0,2021-10-13
Maddy is a giant 2 year old #Maid,d_wiggs,0,2021-10-13
finally finished #MAID   so good!,agave_plant,7,2021-10-13
I feel like you could look at Alex and think she isn’t doing enough but until you experience it…#maid,heyitsmekmac,0,2021-10-13
Omg I love Regina #maid,heyitsmekmac,0,2021-10-13
Of course Sean is an abusive junkie that can't stay sober long enough to be a father 🙄🙄 #Maid,d_wiggs,0,2021-10-13
I knew Basil was a no good so &amp; so!! #Maid #MAIDNetflix  https://t.co/BAjTchZ3Ug,purpose_filled,2,2021-10-13
I’m watching #maid and I want to punch Alex’s mom sooooo bad !,papi_unicorns,0,2021-10-13
How small is this place that they live? Alex does alotta walking and it always takes 2 seconds to get where she's going. #Maid,d_wiggs,0,2021-10-13
@ItsMainaKageni @Classic105Kenya Good Times And Great Hits Only On Classic Airwaves 👍 #maid,nyandaruaexpres,0,2021-10-13
Damnit Alex #MAID #fucksean,vdrevnnv,3,2021-10-13
I've just watched episode S01 | E05 of Maid! #maid   https://t.co/ZWfMFWZiIp #tvtime  https://t.co/HWTzs7mfYS,_k3ff_,0,2021-10-13
Motion to compel a season 2 of #Maid. Do I have a second? #MAIDNetflix,egoteprovoco99,0,2021-10-13
#Maid on Netflix is a very good TV show.,gabayjonathan,5,2021-10-13
Not Alex back at square one. 😭 #maid,heyitsmekmac,0,2021-10-13
when you’re only fighting for full custody of your child to be an asshole but then realize you can’t even take care and handle them 🥴 t r a s h #maid,storkpatrol,0,2021-10-13
"Good people aren't her ""thing"". She chases after her mother's drama. She neglects her daughter. She didn't support Sean in getting better and attending meetings.  Alex is mad trash. #Maid",idkyourbfftiff,2,2021-10-13
"The storyline to #Maid is trash. They want you to believe that Alex is this bleeding heart, but really she likes to place herself in victim roles all the time.  She isn't a victim of circumstance. She actively places herself in poor situations.",idkyourbfftiff,2,2021-10-13
Is #Maid a true story? How a book by the real life Alex inspired Netflix's Maid  https://t.co/xo3mAPPyZx,cosmopolitanuk,0,2021-10-13
"D: You're here because he abused u.  A: He didn't abuse me because he punched the wall besides my head.  D: Punching the wall next to u is emotional abuse. Before they bite, they bark. Before they hit u, they hit near u. Next time it was gonna be your face &amp; u know that. #MAID",strawberykacang,0,2021-10-13
Since the #Maid the ‘Shoop’ song has been stuck in my head,abbeyleereade,0,2021-10-13
Nate is a husband. #MAID,__dlm,0,2021-10-13
Alex is irking me. #Maid,d_wiggs,0,2021-10-13
"I really think it's worth your time, just keep in mind that at least in my opinion, the 10 episodes felt excessive.  #Maid #JohnWells #NzinghaStewart #LilaNeugebauer #HelenShaver #QuyenTran #2021Series #Miniseries #Streaming #Netflix #MargaretQualley #NickRobinson #AnikaNoniRose",siuloczoro989,0,2021-10-13
whew ise gonna beat the shit out of sean mommy #maid,_amorfelicia,0,2021-10-13
